Pilar,ID-PILAR,Authors,Title,Year,INDICE PARAMÉTRICO,Abstract,Author Keywords
,2,Jurkiewicz C.L.,"Big Data, Big Concerns: Ethics in the Digital Age",2018,"0,2279167086","The collection of data on citizens through digital portals is viewed by organizations as an opportunity to create value, leverage competitive advantage, and maximize productivity and efficiencies in service and product delivery. As a condition of accessing digital media, individuals implicitly agree to allow the collection of data they generate while on a site, as well as content on the devices used to access the sites, unless steps are taken to limit such access. The growth in the amount of data collected has increased exponentially and has vastly outpaced awareness of or concerns about privacy; liability; ownership; property rights; and ethical issues that are emerging as citizens become aware of the consequences of trading privacy for access. While dominant in the professional press, the scholarly literature has only just begun to investigate ethical issues in the age of big data. This treatise will outline the scope of the issues; emerging problems; key ethical considerations; and areas in critical need of research and development moving forward. © 2018, Copyright © American Society for Public Administration.",artificial intelligence; big data; cybersecurity; privacy issues; technology ethics
,2,"Lebeda F.J., Zalatoris J.J., Scheerer J.B.",Government Cloud Computing Policies: Potential Opportunities for Advancing Military Biomedical Research,2018,"0,5580930816","Introduction: This position paper summarizes the development and the present status of Department of Defense (DoD) and other government policies and guidances regarding cloud computing services. Due to the heterogeneous and growing biomedical big datasets, cloud computing services offer an opportunity to mitigate the associated storage and analysis requirements. Having on-demand network access to a shared pool of flexible computing resources creates a consolidated system that should reduce potential duplications of effort in military biomedical research. Methods: Interactive, online literature searches were performed with Google, at the Defense Technical Information Center, and at two National Institutes of Health research portfolio information sites. References cited within some of the collected documents also served as literature resources. Results: We gathered, selected, and reviewed DoD and other government cloud computing policies and guidances published from 2009 to 2017. These policies were intended to consolidate computer resources within the government and reduce costs by decreasing the number of federal data centers and by migrating electronic data to cloud systems. Initial White House Office of Management and Budget information technology guidelines were developed for cloud usage, followed by policies and other documents from the DoD, the Defense Health Agency, and the Armed Services. Security standards from the National Institute of Standards and Technology, the Government Services Administration, the DoD, and the Army were also developed. Government Services Administration and DoD Inspectors General monitored cloud usage by the DoD. A 2016 Government Accountability Office report characterized cloud computing as being economical, flexible and fast. A congressionally mandated independent study reported that the DoD was active in offering a wide selection of commercial cloud services in addition to its milCloud system. Our findings from the Department of Health and Human Services indicated that the security infrastructure in cloud services may be more compliant with the Health Insurance Portability and Accountability Act of 1996 regulations than traditional methods. To gauge the DoD's adoption of cloud technologies proposed metrics included cost factors, ease of use, automation, availability, accessibility, security, and policy compliance. Conclusions: Since 2009, plans and policies were developed for the use of cloud technology to help consolidate and reduce the number of data centers which were expected to reduce costs, improve environmental factors, enhance information technology security, and maintain mission support for service members. Cloud technologies were also expected to improve employee efficiency and productivity. Federal cloud computing policies within the last decade also offered increased opportunities to advance military healthcare. It was assumed that these opportunities would benefit consumers of healthcare and health science data by allowing more access to centralized cloud computer facilities to store, analyze, search and share relevant data, to enhance standardization, and to reduce potential duplications of effort. We recommend that cloud computing be considered by DoD biomedical researchers for increasing connectivity, presumably by facilitating communications and data sharing, among the various intra-and extramural laboratories. We also recommend that policies and other guidances be updated to include developing additional metrics that will help stakeholders evaluate the above mentioned assumptions and expectations. © 2018 Published by Oxford University Press on behalf of the Association of Military Surgeons of the United States.",avoiding duplication; big data; collaboration; cost reduction; cybersecurity; data consolidation; data sharing; standardization
Internet de las cosas,3,"Kristoffersen E., Blomsma F., Mikalef P., Li J.",The smart circular economy: A digital-enabled circular strategies framework for manufacturing companies,2020,"0,3250036345","Digital technologies (DTs), such as the Internet of Things (IoT), big data, and data analytics, are considered essential enablers of the circular economy (CE). However, as both CE and DTs are emerging fields, there exists little systematic guidance on how DTs can be applied to capture the full potential of circular strategies for improving resource efficiency and productivity. Furthermore, there is little insight into the supporting business analytics (BA) capabilities required to accomplish this. To address this gap, this paper conducts a theory- and practice-based review, resulting in the Smart CE framework that supports translating the circular strategies central to the goals of manufacturing companies in contributing the United Nation's (UN) 12th Sustainable Development Goal, that is, “sustainable consumption and production,” into the BA requirements of DTs. Both scholars and practitioners may find the framework useful to (1) create a common language for aligning activities across the boundaries of disciplines such as information systems and the CE body of knowledge, and (2) identify the gap between the current and entailed BA requirements and identify the strategic initiatives needed to close it. Additionally, the framework is used to organize a database of case examples to identify some best practices related to specific smart circular strategies. © 2020 The Author(s)",Big data analytics; Circular economy; Digital circular economy; Digitalization; Industry 4.0; Sustainability
,3,"Gotz M., Khriji S., Cheour R., Arief W., Kanoun O.",Benchmarking-Based Investigation on Energy Efficiency of Low-Power Microcontrollers,2020,"0,7649839606","As a real boost to competitiveness and productivity for sectors, such as health, agriculture, or industry 4.0, the Internet-of-Things (IoT) market is transforming business models and revolutionizing practices. A major challenge is to develop applications with high computing potential with limited resources. To satisfy both high-level performance and low-power requirements, a deep characterization method for microcontrollers is proposed since selecting the appropriate device is a central pillar of smart energy policy. The high-level analysis investigates the potential of various low-power microcontrollers with a benchmark utilizing a periodic duty cycle model of typical WSN applications. Afterward, deep characterization was carried out in two steps. The preselection phase is based on estimation whose results will serve as input for the second measurement phase. A highly accurate four-wire measurement involving guarding and shielding of all interfaces and the measurement cave is used for all measurements. To make the results comparable, a normalized power, defined as a measure of power per throughput, is introduced. The measurement characterizes the active power consumption depending on the supply voltage and frequency as well as sleep power, data logging power, and peripherals power. © 1963-2012 IEEE.",Benchmarking; duty cycle; energy harvesting; four-wire measurement; low-power; microcontroller; normalized power; sensor nodes
,3,"Wanasinghe T.R., Gosine R.G., James L.A., Mann G.K.I., De Silva O., Warrian P.J.",The Internet of Things in the Oil and Gas Industry: A Systematic Review,2020,"0,5485675776","The low oil price environment is driving the oil and gas (OG) industry to become more innovative and deploy smart field technologies, to increase operational and asset efficiency, minimize health, safety, and environmental (HSE) risks, improve asset portfolio, reduce capital and operation costs, and maximize capital productivity. The Internet of Things (IoT) is at the forefront of this digital transformation, enabling seamless real-time data collection, processing, and analysis from a range of equipment, processes, and operations to achieve these objectives. There are various operations/applications in the upstream, midstream, and downstream sectors (e.g., condition-based monitoring and location tracking) for which IoT-enabled solutions have a significant impact and offer a range of opportunities to increase socioeconomic benefits. However, there are several impediments (e.g., vulnerability to cyber attacks, lower technological readiness for deploying in zone-0 and zone-1 hazardous environments, unavailability of communication infrastructure, labor concerns, and maintenance and obsolescence) that slow the pace of adoption of IoT technologies for regular upstream, midstream, and downstream operations. This review article provides an overview and assessment of the role, impact, opportunities, challenges, and current status of IoT deployment in the OG industry. © 2014 IEEE.","Digitalization; Industrial Internet of Things (IIoT); Industry 4.0; Internet of Things (IoT); oil and gas (24766,O&G) industry"
,3,"Shahzad Y., Javed H., Farman H., Ahmad J., Jan B., Zubair M.","Internet of Energy: Opportunities, applications, architectures and challenges in smart industries",2020,"0,9064086726","The Internet of Energy (IoE) transforms energy production, supply, and consumption to fulfill high energy demands via intelligent automation of industrial energy producers and consumers. This paper emphasizes the concept of the IoE in the Industrial Internet of Things (IIoT) perspective in order to ensure productivity, control, reduced cost, real-time decision making and monitoring, customer satisfaction, and innovative experience. Furthermore, industrial applications and requirements for optimizing performance, transmission, and consumption for efficient energy utilization and increased productivity have also been discussed. Industrial services, technologies, prerequisites, and application requirements are focused on outlining the architectural framework for achieving net-zero energy efficiency, applicability, and limitations. The taxonomy of communication layer protocols is discussed, compared, and evaluated in depth along with their limitations, to help with pre-technology implementations. Moreover, open challenges such as middleware, mobility, data integrity, and scalability are also discussed in depth with their potential solutions. © 2020 Elsevier Ltd",Industrial Internet of Things; Industry 4.0; Internet of Energy; Internet of Things
,3,"Teizer J., Neve H., Li H., Wandahl S., König J., Ochner B., König M., Lerche J.",Construction resource efficiency improvement by Long Range Wide Area Network tracking and monitoring,2020,"0,4258728888","Construction resource tracking and monitoring is among the top priorities in an industry that is in continuous pursuit of reducing waste. The concept of applying real-time location sensing (RTLS) technology has already been introduced in commercial construction applications. These report in a business process the position of valuable construction resources such as equipment, materials, and lately also personnel. While several other communication protocols exist (e.g., GMS, BLE, RFID), unfortunately little is known about the performance and applications of Long Range (LoRa), wireless data communication technology for very-long-range transmissions up to several kilometers at low power consumption. This paper first introduces the need for such technology and then explains the integration of LoRa in an Internet of Things (IoT) network, which enables to connect, collect, and exchange data for construction applications. A case study evaluates Long Range Wide Area Network (LoRaWAN) in realistic and human-centric construction work environments, i.e., error, reliability, and other practical benefits. The experiences made with the developed LoRa-technology are in particular useful for demonstrating its applicability in construction logistics and lean management services. © 2020 Elsevier B.V.",Construction resource efficiency; Continuous improvement; Global Navigation Satellite System (GNSS); Internet of Things (IoT); Location tracking and monitoring; Long Range Wide Area Network (LoRaWAN); Productivity; Radio Frequency Identification (RFID); Ultra Wideband (UWB); Work sampling
,3,"Mamela T.L., Sukdeo N., Mukwakungu S.C.",Adapting to Artificial Intelligence through workforce re-skilling within the banking sector in South Africa,2020,"0,8550461151","This research paper intends to inspire the banking sector to re-skill the workforce! and present the opportunities in re-skilling the banking Institution's workforces in South Africa to adapt to the roll-out of Artificial Intelligence technologies. The research addresses the factors that contribute to the worker's re-skilling and the skills that are needed for the banking workforce to survive in the competitive labor market of the fourth industrial revolution which may result in the obsolete of many job skills. This research also consider the relevant skills and competencies that will be on-demand by the future banking workforces to enable them to suceessfully adapt to the aspects of the 4IR technological innovations inclusive of the AI toolset such as machine learning, blockchain, nanotechnology, robotics, Internet of Things, biotechnology, cloud computing and so forth, which may ultimately impact the workforce's performance and productivity in the banking institutions. The research uses descriptive statistics and inferential statistics. The research has achieved results based on the assessment of the relationship between workforces' capabilities and the components that make up Artificial Intelligence toolset. The findings show that the adaptation of AI strongly depends on most of the stated skills, therefore banks are required to re-skill their workforces to adapt to AI advanced technologies to make them relevant in the future. Re-skilling the banking workforce to cooperate and collaborate effectively with Artificial Intelligence will enable not only efficiency but futuristic innovation and continuous growth. © 2020 IEEE.",Artificial intelligence; Banking institution; Machinelearning; Robotics; Workforce
,3,"Violino S., Figorilli S., Costa C., Pallottino F.",Internet of beer: A review on smart technologies from mash to pint,2020,"0,5366112547","The beer production chain includes some crucial steps regarding processing, delivery, service, and consumption that can benefit from the implementation of IoT (Internet of Things) based technologies. Large breweries implemented the use of sensors and digitization before smaller ones among which are craft breweries. Internet of Beer (IoB) technologies are becoming accessible to mid and small sized brewing companies. Therefore, the objective of this work is to review mainly low-cost IoB smart technologies that can be implemented from the mash to the final product and its service, to improve the brewing production, control, delivery, and final quality increasing profitability. The reviewed applications were retrieved both from the scientific databases and from the web. The work is structured in three macro areas such as beer processing, product logistics and traceability, and service. The results show a future trend characterized by a very fast increase in the use of IoB (also open source) systems to drive efficiency, productivity, quality, and safety. This will be done by real-time monitoring and a data-driven decision support system (DSS). Crucial aspects needing further investigation are data ownership and data standardization. The access price of IoB devices and software is destined for a significant decrease while their diversification on the market will grow leading to a massive future implementation within all the production levels. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",AI artificial intelligence; Big data; Blockchain; Craft beer; IoT internet of things; Microcontrollers
,3,"Shahar M.S., Mohd Salleh N.A., Shahrom N.S., Norsham S.H.",Production output real time data monitoring based on internet of things (IOT) at automotive part machining line,2020,"0,5779176182","DRB HICOM Berhad is currently facing challenge which is lack of accuracy and real time information on their machining output data. With a new era of the Internet of Things (IoT), it may reduce hassle for better productivity and quality. This paper proposes on Internet of Things (IoT) based real-time monitoring data production output at machining line in which the output parts will be monitored over a webserver using internet and will notify workers when a breakdown occurs through hand phone notification. The system is designed to collect data automatically such as plan vs actual goods, reject output and breakdown time and display them on OLED board as well as on webpage for the workers and management to see and monitor it easily without being in the working line area. The data from this should be transmitted to the management without human intervention. Moreover, it also offers a better solution to the workers and management to know the condition of the machining line and can take immediate preventive measures. The efficiency of the machining line can be improved gradually as a result of better system. Hence, the real-time monitoring data production output at machining line will help the company to generate higher revenue, obtain faster and accurate production data. © 2020 IOP Publishing Ltd. All rights reserved.",
,3,"Saso K., Hara-Azumi Y.",Revisiting Simple and Energy Efficient Embedded Processor Designs Toward the Edge Computing,2020,"0,2340116343","As interest in architectural designs for 'Internet of Things (IoT) edge computing' is growing, conflicting requirements between energy-efficiency and design-productivity are becoming remarkably crucial. Owing to the increasing diversity of IoT applications, the domain-oriented designs of processors should be reassessed. By focusing on one application domain that is control-intensive and mainly operates 'light' computations, we examine issues of current processor designs, present simple and energy-efficient processors, and justify the design strategies that we employed. Our evaluation shows the effectiveness of our processors, in terms of circuit area and energy-efficiency, over ARM Cortex-M0, and reveals important findings in architectural designs for severely constrained IoT edge computing. © 2009-2012 IEEE.",Edge computing; Embedded processor design; Instruction set architecture (ISA); Internet of Things (IoT)
Bigdata,4,"Kristoffersen E., Blomsma F., Mikalef P., Li J.",The smart circular economy: A digital-enabled circular strategies framework for manufacturing companies,2020,"0,8063342815","Digital technologies (DTs), such as the Internet of Things (IoT), big data, and data analytics, are considered essential enablers of the circular economy (CE). However, as both CE and DTs are emerging fields, there exists little systematic guidance on how DTs can be applied to capture the full potential of circular strategies for improving resource efficiency and productivity. Furthermore, there is little insight into the supporting business analytics (BA) capabilities required to accomplish this. To address this gap, this paper conducts a theory- and practice-based review, resulting in the Smart CE framework that supports translating the circular strategies central to the goals of manufacturing companies in contributing the United Nation's (UN) 12th Sustainable Development Goal, that is, “sustainable consumption and production,” into the BA requirements of DTs. Both scholars and practitioners may find the framework useful to (1) create a common language for aligning activities across the boundaries of disciplines such as information systems and the CE body of knowledge, and (2) identify the gap between the current and entailed BA requirements and identify the strategic initiatives needed to close it. Additionally, the framework is used to organize a database of case examples to identify some best practices related to specific smart circular strategies. © 2020 The Author(s)",Big data analytics; Circular economy; Digital circular economy; Digitalization; Industry 4.0; Sustainability
,4,"Ranganathan A., Benson A.","A Numbers Game: Quantification of Work, Auto-Gamification, and Worker Productivity",2020,"0,8260903923","Technological advances and the big-data revolution have facilitated fine-grained, high-frequency, low-cost measurement of individuals’ work. Yet we understand little about the influences of such quantification of work on workers’ behavior and performance. This article investigates how and when quantification of work affects worker productivity. We argue that quantification affects worker productivity via auto-gamification, or workers’ inadvertent transformation of work into an independent, individual-level game. We further argue that quantification is likely to raise productivity in a context of simple work, where auto-gamification is motivating because quantified metrics adequately measure the work being performed. When work is complex, by contrast, quantification reduces productivity because quantified metrics cannot adequately measure the multifaceted work being performed, causing auto-gamification to be demotivating. To substantiate our argument, we study implementation of an RFID measurement technology that quantifies individual workers’ output in real time at a garment factory in India. Qualitative evidence uncovers the auto-gamification mechanism and three conditions that enable it; a natural experiment tests the consequences of quantification of work for worker productivity. This article contributes to the study of quantification, work games, technology, and organizations, and we explore the policy implications of further quantification of work. © American Sociological Association 2020.",games; organizational performance; organizations; quantification; work
,4,"Zhan J., Zhang F., Li Z., Zhang Y., Qi W.",Evaluation of food security based on DEA method: a case study of Heihe River Basin,2020,"0,07334250029","Food security has always been a major issue for most regions or nations across the world. Its complete definition covers productivity, ability and accessibility. In remote and less developed areas, food supply mainly depends on self-sufficiency rather than regional commercial trade. Given limited resources, it is necessary to evaluate agricultural production in this kind of area, so as to improve long-term and stable food production to achieve food security. Heihe River Basin (HRB) is famous for its arid and semi-arid climate, as it is located in the inland of Northwest China. Taking the Heihe River Basin as case study area, we analyzed the total factor productivity of 11 counties of the HRB over 1990–2012. Further, agricultural production efficiency was estimated based on Data Envelopment Analysis and the Malmquist index, in which four input indicators (sown area, agriculture and farm labor, general agricultural machine power and fertilizer) and one output indicator (gross agricultural production) were taken into consideration. The results showed that agricultural production was unbalanced in the HRB for the entire period between 1990 and 2012. The agricultural scale efficiency remained basically unchanged in the HRB, and technical change was the main influencing factor on agricultural production. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.",Agricultural production efficiency; Big data; Data Envelopment Analysis; Food security; Heihe River Basin; Malmquist index; Total factor productivity
